,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,EMNT,EMXT,TAVG,TMAX,TMIN,Yearly_AVG
151,US1GAFY0001,"WOOLSEY 2.5 SSW, GA US",33.3269,-84.4236,236.5,2015,,,,,,64.90722891566266
152,USW00093845,"VALDOSTA REGIONAL AIRPORT, GA US",30.7825,-83.27667,60.4,2015,23.0,99.0,69.9,80.6,59.3,64.90722891566266
153,US1GADK0033,"DECATUR 1.2 NE, GA US",33.7826,-84.2812,305.1,2015,,,,,,64.90722891566266
154,US1GACE0001,"ACWORTH 5.5 NE, GA US",34.1131,-84.6049,293.8,2015,,,,,,64.90722891566266
155,USR0000GNEW,"NEWNAN GEORGIA, GA US",33.3653,-84.8594,236.2,2015,9.0,99.0,63.8,74.9,52.7,64.90722891566266
156,USR0000GTAL,"TALLULAH NUMBER 1 GEORGIA, GA US",34.9058,-83.3344,831.5,2015,3.0,91.0,59.5,67.4,51.6,64.90722891566266
157,USR0000GDAW,"DAWSONVILLE GEORGIA, GA US",34.3761,-84.0597,369.7,2015,7.0,98.0,61.9,72.8,51.0,64.90722891566266
158,US1GAHB0007,"DEMOREST 6.2 WNW, GA US",34.6114,-83.6398,410.0,2015,,,,,,64.90722891566266
159,USR0000GMCR,"MCRAE GEORGIA, GA US",32.0097,-82.9,76.2,2015,18.0,101.0,67.7,79.2,56.2,64.90722891566266
160,US1GAHB0005,"HELEN 9.5 ENE, GA US",34.7742,-83.58,536.4,2015,,,,,,64.90722891566266
161,US1GAFN0004,"MORGANTON 5.8 E, GA US",34.8684,-84.1422,683.7,2015,,,,,,64.90722891566266
162,USC00096219,"NAHUNTA 6 NE, GA US",31.2738,-81.9197,20.7,2015,20.0,101.0,67.7,79.1,56.3,64.90722891566266
163,US1GAFN0001,"BLUE RIDGE 9.4 WNW, GA US",34.9166,-84.4764,573.0,2015,,,,,,64.90722891566266
164,US1GACL0015,"VILLA RICA 2.6 NNW, GA US",33.7686,-84.93799999999999,356.3,2015,,,,,,64.90722891566266
165,US1GALW0004,"LAKE PARK 2.8 W, GA US",30.683000000000003,-83.236,49.1,2015,,,,,,64.90722891566266
166,US1GAFN0007,"MORGANTON 3.1 SSE, GA US",34.8344,-84.2185,588.6,2015,,,,,,64.90722891566266
167,US1GAHT0002,"HARTWELL 5.6 NW, GA US",34.4041,-83.0081,243.5,2015,,,,,,64.90722891566266
168,USR0000GCOO,"ADEL GEORGIA, GA US",31.1097,-83.4269,46.9,2015,22.0,100.0,69.6,79.8,59.4,64.90722891566266
169,USW00013837,"AUGUSTA DANIEL FIELD AIRPORT, GA US",33.46694,-82.03860999999999,128.9,2015,17.0,103.0,68.0,77.4,58.7,64.90722891566266
170,USR0000GCOH,"COHUTTA NUMBER 1 GEORGIA, GA US",34.9225,-84.6594,525.5,2015,2.0,93.0,60.2,69.0,51.3,64.90722891566266
171,US1GAEF0013,"MARLOW 0.0 S, GA US",32.2704,-81.3921,21.3,2015,,,,,,64.90722891566266
172,USR0000GMCI,"MILLEDGEVILLE GEORGIA, GA US",32.7797,-83.25,128.0,2015,15.0,103.0,66.0,77.5,54.6,64.90722891566266
173,USC00091266,"BROOKLET 1 W, GA US",32.375,-81.6731,54.9,2015,19.0,99.0,66.7,76.9,56.5,64.90722891566266
174,USC00094429,"HOMERVILLE 5 N, GA US",31.0767,-82.8003,57.0,2015,21.0,99.0,67.5,78.9,56.2,64.90722891566266
175,USR0000GDAL,"DALLAS GEORGIA, GA US",33.8333,-84.74,276.5,2015,8.0,98.0,62.0,73.1,50.9,64.90722891566266
176,US1GATG0001,"DANVILLE 3.3 W, GA US",32.6016,-83.3032,143.0,2015,,,,,,64.90722891566266
177,US1GACW0016,"NEWNAN 4.1 N, GA US",33.4377,-84.7781,287.4,2015,,,,,,64.90722891566266
178,USC00095061,"LEESBURG 2, GA US",31.7633,-84.1869,79.2,2015,,,,,,64.90722891566266
179,US1GACE0022,"ALPHARETTA 8.6 N, GA US",34.1929,-84.2707,356.0,2015,,,,,,64.90722891566266
180,USW00063828,"NEWTON 8 W, GA US",31.3127,-84.4706,53.6,2015,17.0,97.0,67.1,78.5,55.8,64.90722891566266
181,USW00063829,"NEWTON 11 SW, GA US",31.1923,-84.4465,47.5,2015,18.0,97.0,67.9,78.4,57.4,64.90722891566266
182,US1GAJN0006,"MACON 6.8 ENE, GA US",32.8766,-83.5492,154.2,2015,,,,,,64.90722891566266
183,US1GATP0003,"LA GRANGE 1.2 NNE, GA US",33.0572,-85.0273,225.2,2015,,,,,,64.90722891566266
184,USC00095863,"MIDVILLE EXPERIMENTAL STATION, GA US",32.8753,-82.2156,85.3,2015,,,,,,64.90722891566266
185,US1GATP0001,"LA GRANGE 10.6 ESE, GA US",32.9735,-84.8698,240.8,2015,,,,,,64.90722891566266
186,US1GATP0002,"LA GRANGE 6.4 SSE, GA US",32.9542,-84.9976,242.9,2015,,,,,,64.90722891566266
187,USC00096838,"PATTERSON, GA US",31.3781,-82.1292,32.0,2015,,,,,,64.90722891566266
188,USC00097808,"SAPELO ISLAND, GA US",31.398059999999997,-81.28076999999999,3.0,2015,22.0,100.0,69.9,78.3,61.4,64.90722891566266
189,US1GARB0006,"RABUN GAP 1.1 WNW, GA US",34.9606,-83.4056,687.0,2015,,,,,,64.90722891566266
190,US1GATY0002,"BUTLER 6.9 S, GA US",32.4583,-84.2237,125.3,2015,,,,,,64.90722891566266
191,US1GARB0005,"DILLARD 0.7 NNW, GA US",34.9842,-83.3917,686.1,2015,,,,,,64.90722891566266
192,USC00092361,"CRISP CO POWER DAM, GA US",31.8453,-83.9409,74.7,2015,18.0,100.0,67.1,77.1,57.1,64.90722891566266
193,USC00090181,"ALLATOONA DAM 2, GA US",34.165,-84.73,297.2,2015,6.0,98.0,61.2,72.9,49.6,64.90722891566266
194,USR0000GCML,"CAMILLA GEORGIA, GA US",31.2142,-84.2364,18.9,2015,19.0,100.0,69.2,79.8,58.5,64.90722891566266
195,US1GAFT0010,"JOHNS CREEK 3.0 SSW, GA US",34.0258,-84.1934,312.1,2015,,,,,,64.90722891566266
196,US1GAWS0004,"RAYLE 3.0 NNE, GA US",33.8326,-82.8958,162.5,2015,,,,,,64.90722891566266
197,USW00003813,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",32.6847,-83.6527,104.5,2015,14.0,103.0,65.7,77.3,54.1,64.90722891566266
198,USR0000GLOU,"LOUISVILLE GEORGIA, GA US",32.975,-82.3528,60.0,2015,15.0,101.0,66.3,77.5,55.0,64.90722891566266
199,USC00092450,"CUTHBERT, GA US",31.767220000000002,-84.79306,140.5,2015,,,,,,64.90722891566266
200,USR0000GTOC,"TOCCOA NUMBER 1 GEORGIA, GA US",34.765,-84.0744,736.1,2015,1.0,90.0,57.0,67.2,46.7,64.90722891566266
201,USW00093801,"ROME R B RUSSELL AIRPORT, GA US",34.34778,-85.16111,194.8,2015,9.0,99.0,62.5,73.5,51.4,64.90722891566266
202,USC00090969,"BLAIRSVILLE EXPERIMENTAL STATION, GA US",34.8544,-83.9444,594.1,2015,-1.0,92.0,56.6,69.1,44.2,64.90722891566266
203,US1GAHL0005,"GAINESVILLE 6.3 ESE, GA US",34.2664,-83.7251,299.3,2015,,,,,,64.90722891566266
204,USC00095165,"LEXINGTON, GA US",33.8705,-83.1135,221.3,2015,,,,,,64.90722891566266
205,US1GATL0001,"SASSER 0.2 WSW, GA US",31.7179,-84.3506,94.2,2015,,,,,,64.90722891566266
206,USR0000GOCO,"OCONEE NUMBER 1 GEORGIA, GA US",33.2083,-83.7136,145.1,2015,,,,,,64.90722891566266
207,USC00090044,"ADAIRSVILLE 5 SE, GA US",34.3407,-84.8347,291.4,2015,,,,,,64.90722891566266
208,USC00093675,"GERMANY VALLEY, GA US",34.9089,-83.4575,863.2,2015,0.0,87.0,55.8,65.2,46.3,64.90722891566266
209,USW00063850,"WATKINSVILLE 5 SSE, GA US",33.7837,-83.3896,225.9,2015,11.0,98.0,62.9,72.9,52.9,64.90722891566266
210,US1GAGY0003,"CAIRO 3.7 ESE, GA US",30.8598,-84.1474,64.3,2015,,,,,,64.90722891566266
211,US1GAFT0019,"EAST POINT 6.3 WNW, GA US",33.7014,-84.5722,264.6,2015,,,,,,64.90722891566266
