"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","EMNT","EMXT","TAVG","TMAX","TMIN"
"USR0000CPAT","PATTY MOCUS CALIFORNIA, CA US","40.295","-122.8667","1066.8","2005","27","99","55.5","64.9","46.1"
"USR0000CELI","MOUNT ELIZABETH CALIFORNIA, CA US","38.0631","-120.2469","1503.6","2005","26","96","54.9","62.9","47.0"
"USW00023191","AVALON CATALINA AIRPORT, CA US","33.405","-118.41583","488.3","2005","41","93","60.2","66.8","53.6"
"USR0000CPAR","PARKFIELD CALIFORNIA, CA US","35.8989","-120.4319","467.9","2005","22",,,,"43.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4258","-119.8425","2.7","2005","31","98","58.9","68.9","48.9"
"USR0000CFO1","FORT ORD NUMBER 1 CALIFORNIA, CA US","36.6269","-121.7981","140.2","2005","33","89","57.1","65.7","48.4"
"USR0000CELM","EL MIRAGE CALIFORNIA, CA US","34.6344","-117.5503","877.8","2005","19","113","61.2","77.8","44.6"
"USW00003159","LANCASTER, CA US","34.7411","-118.2116","712.6","2005","15","110","61.9","76.5","47.3"
"USR0000CBUL","BULL FLAT CALIFORNIA, CA US","40.4808","-120.1139","1339.6","2005","-8","101","47.6","63.4","31.9"
"USC00048560","STOCKTON FIRE STATION 4, CA US","37.9994","-121.3177","3.7","2005","27","106","62.7","76.4","49.0"
"USR0000CBUR","BURNS CANYON CALIFORNIA, CA US","34.2103","-116.6339","1828.8","2005","22","96","56.5","64.4","48.5"
"USC00047470","RIVERSIDE FIRE STATION 3, CA US","33.9511","-117.388","256.0","2005",,,,,
"USS0019L24S","HEAVENLY VALLEY, CA US","38.92","-119.92","2615.8","2005",,,,,
"USR0000CLHO","LOST HORSE CALIFORNIA, CA US","34.0178","-116.1878","1280.2","2005","22","107","59.4","73.1","45.6"
"USS0020K04S","INDEPENDENCE CAMP, CA US","39.45","-120.29","2134.5","2005","3","88","43.0","56.2","29.7"
"USR0000CASC","ASH CREEK CALIFORNIA, CA US","41.2769","-121.9794","975.4","2005","6","99","47.9","65.1","30.6"
"USC00041806","CLEARLAKE 4 SE, CA US","38.9238","-122.5672","411.2","2005",,"102",,"70.8",
"USR0000CASH","ASH VALLEY CALIFORNIA, CA US","41.0519","-120.6861","1554.5","2005","-9","96","46.1","60.5","31.7"
"USC00047109","POTTER VALLEY POWERHOUSE, CA US","39.3619","-123.1286","310.3","2005",,,,,
"USC00047228","RAMONA FIRE DEPARTMENT, CA US","33.0113","-116.908","448.1","2005",,,,,
"USC00048317","SNOW CREEK UPPER, CA US","33.8725","-116.67972","591.3","2005",,,,,
"USR0000CBUU","BUTTERCUP CALIFORNIA, CA US","32.7397","-114.8839","66.1","2005","34","121","76.2","90.6","61.8"
"USC00049660","WHITTIER CITY YARD FC106C, CA US","33.9758","-118.0222","135.9","2005",,,,,
"USC00049781","WOODLAND 1 WNW, CA US","38.6829","-121.794","20.4","2005",,,,,
"USR0000CKET","KETTLEMAN HILLS CALIFORNIA, CA US","36.0333","-120.0569","246.9","2005","36","108","66.3","75.8","56.7"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","37.5625","-122.4364","327.7","2005","35","97","56.0","64.4","47.5"
"USS0020K05S","INDEPENDENCE LAKE, CA US","39.43","-120.31","2545.7","2005","12","86","43.9","53.0","34.8"
"USS0020L02S","RUBICON NUMBER 2, CA US","39.0","-120.13","2343.6","2005","16","81","44.2","51.5","36.8"
"USR0000CPOP","POPPY PARK CALIFORNIA, CA US","34.7325","-118.3833","841.2","2005","23","107","62.2","74.7","49.6"
"USR0000CKER","KERNVILLE CALIFORNIA, CA US","35.755","-118.4167","829.1","2005","27","113","62.9","78.4","47.5"
"USW00003144","IMPERIAL CO AIRPORT, CA US","32.83417","-115.57861","-17.7","2005",,,,,
"USR0000CPOV","POVERTY CALIFORNIA, CA US","37.4431","-121.7706","629.7","2005","35","97","58.8","67.1","50.4"
"USR0000CBUC","BUCK MEADOWS CALIFORNIA, CA US","37.8233","-120.0975","975.4","2005","22","101","55.4","69.1","41.6"
"USC00046144","NEWARK, CA US","37.5147","-122.0325","3.0","2005",,"95",,"68.7",
"USC00046263","NORTHRIDGE CAL STATE, CA US","34.2447","-118.525","275.5","2005","37","103","65.7","76.9","54.6"
"USC00047473","RIVERSIDE CITRUS EXPERIMENTAL, CA US","33.96694","-117.36139","300.5","2005","35","106","66.1","79.4","52.8"
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2005",,,,,
"USC00049792","WOODSIDE FIRE STATION 1, CA US","37.4286","-122.2561","115.8","2005",,,,,
"USC00046161","NEWHALL 5 NW, CA US","34.3933","-118.5938","538.0","2005","35","106","64.0","75.1","52.9"
"USC00040738","BIG BAR 4 E, CA US","40.7405","-123.2077","381.9","2005","28","107","56.2","69.7","42.7"
"USC00041948","COLUSA 2 SSW, CA US","39.1875","-122.0269","15.2","2005","29","106","62.1","74.8","49.4"
"USW00003177","CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US","33.12806","-117.27944","100.0","2005","42","96","62.3","69.0","55.7"
"USW00003179","CHINO AIRPORT, CA US","33.97528","-117.63611","198.1","2005",,,,,
"USW00003178","SAN DIEGO BROWN FIELD, CA US","32.57222","-116.97944","157.0","2005","38","99","63.6","73.3","53.9"
